99	181	356	392	259	108	62	227	456	599	257	170	478	396	170	256	161	386	417	483	545	459	521	298	337	241	210	38	128	-1	70	122	203	197	166	214	302	367	443	517	573	562	390	394
159	236	426	425	264	52	44	296	519	649	310	240	545	443	215	324	147	456	486	543	599	507	570	316	363	304	259	103	181	70	-1	91	200	267	231	278	371	438	511	574	625	611	433	432
161	303	459	359	181	50	133	303	502	601	278	275	536	396	178	367	59	474	493	515	560	460	523	241	292	292	223	131	164	122	91	-1	115	287	283	333	409	462	510	540	581	564	381	372
180	368	470	255	66	165	237	296	448	510	224	306	492	312	140	398	56	466	470	450	480	373	433	131	184	262	174	190	160	203	200	115	-1	299	332	381	430	463	476	466	495	474	290	274
127	162	173	345	318	297	252	47	282	470	164	50	292	292	167	107	291	189	221	323	401	344	399	313	322	104	161	166	139	197	267	287	299	-1	103	125	131	174	251	365	437	435	303	326
154	59	203	434	369	275	201	150	380	573	257	53	383	392	228	95	307	252	299	424	504	446	502	381	401	204	239	153	184	166	231	283	332	103	-1	50	146	225	337	467	540	538	400	420
201	63	172	468	416	323	245	169	382	588	288	84	377	417	271	64	357	232	286	431	515	467	520	424	440	229	277	203	229	214	278	333	381	125	50	-1	114	200	329	476	553	554	428	451
254	178	58	451	449	410	345	148	297	518	275	133	279	376	298	51	419	122	182	351	441	415	459	438	440	208	286	279	270	302	371	409	430	131	146	114	-1	87	228	400	481	488	395	425
301	264	42	434	470	471	417	167	229	458	273	198	200	344	324	135	462	37	100	287	378	371	407	446	438	212	301	339	308	367	438	462	463	174	225	200	87	-1	149	336	419	431	369	403
355	388	191	365	462	532	502	215	92	320	254	295	51	257	341	267	493	111	48	150	240	262	281	418	392	219	302	408	346	443	511	510	476	251	337	329	228	149	-1	198	281	298	289	328
418	526	377	259	426	577	579	318	107	122	264	415	155	158	363	425	503	302	243	48	42	113	95	362	316	279	318	479	393	517	574	540	466	365	467	476	400	336	198	-1	84	101	188	221
474	599	460	259	446	622	635	389	191	38	315	487	237	184	410	504	538	385	327	132	41	122	63	377	325	343	366	535	445	573	625	581	495	437	540	553	481	419	281	84	-1	32	204	227
464	598	471	232	423	606	624	388	206	37	305	485	256	168	396	508	519	398	341	147	61	104	41	354	301	338	353	524	434	562	611	564	474	435	538	554	488	431	298	101	32	-1	184	202
296	459	400	77	242	424	450	261	216	221	144	348	275	33	220	399	334	348	312	189	193	83	143	175	127	199	180	354	262	390	433	381	290	303	400	428	395	369	289	188	204	184	-1	39
304	477	433	39	221	418	452	286	255	237	162	369	314	72	223	425	322	384	350	226	220	109	163	151	98	223	189	359	269	394	432	372	274	326	420	451	425	403	328	221	227	202	39	-1
